Groups:	25
Jobs:	278
Dtages:	7
Group size/Jobs of each group:
7	210	167	227	119	9	121	272	
1	12	
1	165	
12	221	91	201	17	90	94	247	157	96	81	14	276	
25	134	98	66	255	78	40	151	120	267	220	155	145	52	218	275	34	135	238	208	253	262	168	159	139	74	
4	92	202	196	88	
16	231	230	99	266	147	226	248	203	257	233	189	140	64	241	271	261	
14	178	82	143	112	19	41	252	153	111	223	184	22	229	216	
13	109	61	101	234	190	200	0	187	113	125	173	174	8	
1	243	
4	141	170	206	138	
22	35	131	122	236	20	31	273	58	136	72	23	3	198	117	188	67	148	57	77	32	27	158	
11	161	162	224	100	179	62	102	87	104	36	251	
7	191	16	239	107	269	56	44	
9	250	55	132	274	245	149	21	26	144	
4	53	258	185	45	
19	37	115	211	192	103	15	177	33	215	76	129	246	180	48	259	164	256	39	186	
23	254	249	127	195	71	152	181	47	166	207	194	171	126	244	25	118	217	75	242	264	1	7	105	
7	65	199	4	24	197	73	97	
12	5	80	84	95	83	133	204	10	11	268	232	270	
16	2	86	6	225	28	222	108	260	150	93	205	219	124	69	68	176	
11	237	156	214	154	51	85	43	213	142	46	29	
26	116	60	18	38	128	50	110	212	228	240	59	89	130	146	79	209	172	63	193	277	163	160	175	183	30	123	
11	114	49	106	235	263	13	182	42	70	54	265	
2	169	137	
Processing time of jobs in each stage
18	22	8	2	8	12	12	8	19	15	2	18	8	25	9	7	9	20	6	9	15	14	6	6	13	6	19	7	2	23	22	2	25	11	25	7	25	25	25	20	19	23	19	18	17	15	7	9	14	23	5	7	12	17	14	20	13	1	15	3	15	6	9	7	10	25	23	15	15	16	2	4	2	24	16	18	21	6	11	9	5	4	8	12	15	22	16	20	21	12	21	13	8	10	14	9	2	18	1	4	16	14	3	16	10	12	8	5	12	5	20	2	8	13	12	2	12	1	7	6	21	23	6	5	1	3	12	11	19	25	25	8	8	9	17	12	8	14	11	5	3	9	10	25	14	2	8	11	15	6	11	7	2	14	12	19	2	15	20	6	10	10	5	10	19	8	19	19	6	25	5	12	21	19	21	14	8	17	10	18	21	6	21	14	1	20	18	19	3	18	3	20	5	9	22	9	17	4	24	1	22	12	25	11	20	1	5	4	21	25	21	2	24	20	5	5	9	9	9	4	21	6	1	16	23	25	14	16	15	20	8	11	12	23	12	11	8	6	18	14	11	4	19	17	25	19	5	14	19	1	1	10	14	4	4	14	16	14	24	13	13	11	6	5	20	10	22	17	4	22	24	18	6	24	20	13	20	19	
12	21	21	15	6	2	24	20	2	22	3	20	6	20	10	19	13	22	13	24	23	3	7	14	3	7	23	16	12	25	5	8	19	17	17	14	17	4	13	18	13	16	15	18	25	4	18	3	3	16	21	20	5	24	6	7	17	20	6	23	9	19	25	23	20	9	9	1	20	14	7	5	5	3	13	20	5	5	7	13	19	1	10	21	14	11	3	22	21	14	8	25	5	21	24	8	4	24	16	15	15	8	2	2	8	24	4	7	21	22	11	11	18	3	7	25	12	17	4	7	9	15	20	5	14	18	1	7	15	12	23	4	17	12	25	25	1	16	20	11	4	24	11	23	8	21	15	18	2	23	12	24	20	15	8	25	22	20	11	5	13	18	8	19	9	25	24	2	6	1	4	14	7	15	5	13	3	4	4	22	21	8	2	8	5	1	6	10	17	7	8	11	6	6	8	9	4	23	8	2	22	3	8	20	1	12	21	10	20	21	15	11	20	21	18	8	10	5	13	18	1	1	8	21	25	15	18	8	23	14	10	7	16	5	12	17	23	13	21	19	5	24	22	24	17	12	16	20	7	7	8	19	24	12	19	25	12	15	4	14	3	7	24	21	9	21	7	18	6	4	13	8	13	3	10	11	3	11	
19	1	20	22	17	14	22	4	19	10	12	11	10	25	5	25	24	18	17	10	4	6	11	15	20	15	6	7	18	24	13	16	15	14	11	23	21	12	9	16	1	10	4	17	14	2	18	2	2	25	9	13	3	13	15	9	12	3	24	2	11	14	5	17	15	20	7	11	5	10	11	18	4	12	20	19	7	21	13	4	14	5	12	22	17	7	4	5	18	12	13	9	18	16	16	25	19	14	4	14	19	21	9	14	3	2	19	19	7	24	1	17	16	18	3	23	12	22	20	22	24	5	13	17	10	17	4	22	16	5	15	9	20	10	13	7	21	1	8	24	16	1	4	20	2	9	18	14	21	18	21	15	21	11	10	21	6	18	15	25	13	3	21	5	2	3	7	25	18	11	11	4	17	1	19	24	6	16	11	7	13	23	14	20	5	7	18	7	1	10	16	8	15	25	4	19	13	3	15	2	21	18	12	2	21	11	18	25	2	9	14	25	22	12	5	11	10	15	12	24	15	4	9	7	10	5	16	20	6	7	14	7	11	4	12	4	20	3	12	17	5	7	24	4	12	7	19	2	1	8	3	13	11	20	10	5	19	5	24	16	12	3	25	3	2	19	9	17	3	20	22	4	18	24	18	24	22	14	
17	3	20	2	17	14	14	2	1	25	4	15	23	11	7	14	17	25	4	9	18	1	15	2	3	5	24	5	23	6	2	1	6	17	23	3	8	25	12	17	12	14	14	3	8	2	23	11	18	16	9	9	22	25	7	17	18	11	6	12	24	1	12	20	22	24	4	3	2	9	22	22	16	3	18	14	3	10	2	6	21	20	14	17	7	17	10	1	17	13	15	6	23	11	21	14	22	9	21	16	20	3	23	21	4	21	5	16	13	13	21	14	25	5	10	8	19	17	2	7	11	5	24	4	14	2	25	2	11	17	19	3	4	8	15	1	10	20	18	22	9	19	11	25	12	5	23	8	24	16	12	13	13	7	24	1	15	25	17	5	8	24	19	16	14	17	16	13	22	18	19	24	24	23	2	5	19	13	7	5	9	24	2	18	25	8	25	10	17	23	3	9	16	24	7	18	13	3	8	21	25	25	24	14	17	10	7	19	7	22	4	2	20	20	22	4	13	16	4	10	4	20	9	19	1	18	24	2	20	8	14	19	23	16	19	21	10	23	7	25	23	24	6	20	12	3	19	10	19	2	6	10	9	8	2	20	6	10	23	12	3	7	17	21	18	21	22	5	9	16	2	14	21	25	3	11	14	18	
16	17	10	9	18	11	14	25	10	25	16	23	25	16	15	22	25	24	4	14	3	7	11	1	8	2	22	20	13	8	24	3	16	20	11	9	6	10	5	1	25	4	17	22	23	6	14	20	20	23	20	2	17	21	1	14	7	13	20	17	19	22	8	11	16	2	25	22	18	20	21	24	20	13	6	5	13	2	5	16	8	5	13	1	12	9	11	11	6	5	4	6	24	6	19	25	18	21	24	4	9	13	12	25	18	15	18	17	13	8	7	7	25	23	17	2	8	20	6	14	23	7	19	3	8	6	17	3	11	23	19	8	12	4	9	19	18	24	5	11	11	11	23	15	20	15	19	19	16	14	6	16	19	5	16	18	20	20	11	11	10	16	10	21	2	19	22	5	2	2	2	13	15	6	9	24	24	21	13	22	18	20	3	20	9	8	2	17	13	24	21	24	19	18	9	1	12	22	22	22	7	6	18	8	9	20	12	12	6	19	21	10	10	23	13	23	25	22	5	17	20	24	15	19	9	14	15	15	14	14	16	4	1	24	24	13	4	23	19	11	23	22	1	21	20	12	18	1	16	17	10	1	9	7	4	23	13	14	2	8	6	20	1	25	18	7	20	25	17	9	25	19	24	16	3	22	15	18	
3	4	18	14	5	18	20	5	4	5	6	16	6	6	3	5	2	22	11	23	15	4	10	16	14	8	24	14	20	13	25	3	13	9	24	23	20	22	19	20	8	13	15	14	5	7	18	13	7	8	16	16	7	9	1	12	20	12	9	4	21	25	14	13	23	16	16	5	21	9	10	6	2	2	19	10	25	20	14	24	4	14	9	22	3	25	2	6	16	22	1	22	7	11	15	16	15	19	10	25	21	7	10	3	18	23	16	25	24	14	14	4	18	1	3	25	4	17	10	1	22	23	3	24	10	10	23	8	8	21	21	8	22	14	6	16	12	3	11	24	22	7	17	20	14	23	5	4	9	3	6	1	14	8	8	9	9	20	9	6	16	17	22	19	23	16	12	13	14	8	11	24	14	5	20	23	24	1	12	17	24	23	1	2	23	17	11	9	5	8	14	14	3	1	10	12	7	18	2	18	14	1	16	3	9	5	1	1	5	19	19	2	8	22	19	18	19	3	1	23	3	13	6	5	19	4	13	19	24	11	16	22	5	4	8	8	16	14	2	22	21	23	3	16	17	24	1	16	15	1	11	13	16	2	21	2	2	2	20	14	18	2	9	5	21	23	6	9	21	12	20	22	17	8	7	20	6	4	
1	25	12	13	17	9	12	13	22	21	1	25	18	14	15	17	10	21	18	4	11	10	1	24	23	18	21	10	20	16	24	24	22	24	13	1	5	21	7	21	9	15	19	14	15	21	1	5	10	6	22	20	13	5	7	1	23	14	20	7	15	24	24	22	11	25	4	3	13	2	22	11	3	15	4	2	15	20	8	11	10	19	5	8	8	2	25	8	7	2	16	22	21	11	22	14	9	10	23	1	4	10	3	7	4	15	2	15	8	13	24	18	10	5	25	11	5	22	13	21	8	13	10	24	7	10	14	6	5	10	2	15	6	14	13	9	5	10	15	9	11	21	14	24	14	18	8	19	7	22	15	11	12	15	23	22	23	15	7	25	15	3	16	1	11	12	23	19	5	20	16	2	9	18	14	13	9	9	25	13	8	2	19	1	19	9	20	3	20	25	11	21	3	21	22	24	5	25	4	1	1	8	12	18	9	22	24	23	8	10	7	23	8	5	3	23	2	11	17	10	14	15	10	3	1	3	20	23	15	19	18	1	23	2	18	20	9	17	5	19	21	14	15	11	8	12	5	19	17	4	21	23	2	1	8	25	23	4	25	8	4	15	12	19	2	23	1	19	8	22	19	12	5	8	7	10	19	15	
Setup time of groups in each stage
6	9	6	8	6	10	5	5	9	6	10	8	7	10	6	6	8	9	6	9	7	9	8	7	5	
5	9	9	9	6	10	6	9	7	10	7	8	6	6	10	7	6	5	7	7	9	9	7	7	5	
5	10	10	7	10	5	5	5	5	8	5	8	8	6	9	5	9	5	10	9	10	6	10	10	10	
8	5	6	9	8	5	8	10	7	7	5	8	7	5	9	5	8	8	9	10	7	9	5	10	7	
7	5	5	10	5	8	9	7	5	6	9	10	7	8	8	7	9	6	6	8	7	9	10	5	7	
5	9	10	7	9	7	9	5	10	10	5	10	5	9	5	6	7	6	9	8	8	7	8	9	7	
7	9	10	10	9	8	5	9	7	5	7	10	6	9	10	5	10	5	9	5	10	10	7	5	5	
8	10	5	5	6	9	6	5	8	7	5	5	9	5	5	10	10	7	8	5	6	8	7	5	8	
10	10	7	5	7	6	7	8	9	5	8	6	9	5	9	8	5	5	9	6	9	5	7	7	6	
5	6	7	5	7	9	5	10	10	9	5	8	7	6	9	9	8	8	10	10	8	9	9	10	8	
8	8	7	7	8	5	5	7	10	8	6	7	8	5	9	6	6	10	10	8	5	5	8	9	6	
8	5	6	9	9	5	6	9	8	9	8	8	5	8	9	7	5	7	7	10	6	8	6	10	10	
8	5	7	6	5	7	10	7	5	9	8	7	8	6	5	7	6	9	8	7	10	8	7	10	8	
9	6	6	6	9	7	7	9	5	5	10	8	10	5	9	9	7	6	9	9	9	7	9	9	9	
9	8	7	7	6	10	10	8	9	9	6	7	6	5	9	8	9	7	8	9	6	6	5	9	10	
8	9	10	8	7	8	5	5	5	5	6	10	6	5	5	8	7	9	6	10	6	5	6	8	7	
7	6	10	6	9	10	10	9	9	8	8	9	5	7	5	8	9	10	5	9	10	9	5	9	10	
6	10	6	7	8	9	8	5	10	9	10	5	7	8	8	9	10	5	10	7	8	8	6	9	5	
10	5	10	5	7	10	6	10	7	10	8	6	5	6	6	10	9	7	8	8	10	8	7	6	10	
9	8	7	9	9	5	8	10	6	9	10	9	8	7	9	5	7	10	8	7	8	5	6	10	6	
10	7	10	5	7	10	5	7	9	7	8	9	10	10	9	6	7	5	6	7	8	7	10	5	7	
10	7	5	7	9	7	5	8	9	6	5	10	8	5	10	8	7	6	8	9	5	6	10	9	6	
8	7	6	5	5	7	7	6	7	9	9	7	5	7	6	6	9	10	8	5	7	7	9	6	7	
5	6	10	6	9	9	5	5	7	5	8	6	8	7	5	5	8	5	8	7	9	8	10	10	5	
8	6	10	5	8	8	8	7	6	10	10	9	5	5	9	7	10	9	9	7	9	9	9	9	8	

10	9	10	5	9	9	8	5	9	10	9	10	8	6	6	10	9	9	8	5	10	10	6	6	5	
5	7	7	9	7	8	7	8	6	8	9	9	9	7	6	9	8	10	7	7	6	9	8	10	6	
10	7	9	5	6	6	10	10	7	7	9	5	6	9	10	8	5	8	5	5	8	7	6	10	8	
5	7	8	5	10	10	6	8	7	6	6	10	9	10	8	8	5	6	9	9	8	9	9	10	9	
7	10	5	10	10	7	6	10	8	7	10	6	6	8	10	7	7	5	8	5	6	6	5	6	9	
5	9	6	10	7	5	9	10	7	6	8	7	8	8	10	6	7	9	8	9	5	9	10	8	9	
10	7	8	10	6	10	6	7	9	9	8	8	7	8	9	9	7	8	8	7	5	7	5	7	10	
10	6	6	6	5	5	6	10	10	9	8	6	8	10	7	10	8	5	7	10	8	5	8	7	9	
5	10	5	9	9	10	8	9	8	10	10	9	5	5	6	7	6	8	8	5	7	10	6	10	8	
9	7	7	7	8	5	5	6	10	5	6	8	9	5	7	6	6	10	10	7	10	6	6	8	7	
8	9	10	5	8	5	5	10	5	8	5	7	9	5	7	6	8	6	6	8	6	6	10	8	5	
5	8	5	10	8	7	7	5	9	5	5	7	10	6	10	10	5	10	8	7	9	6	7	9	7	
6	5	9	5	10	7	7	6	8	9	5	10	6	7	5	7	6	5	6	6	7	6	6	7	9	
10	8	8	6	7	9	5	8	7	5	7	10	6	8	5	7	5	8	10	8	8	5	7	10	9	
6	9	9	5	6	5	6	6	7	9	9	7	10	7	7	9	5	5	5	9	8	9	10	5	10	
7	5	6	6	9	6	10	5	8	8	9	7	6	6	10	10	10	7	7	5	7	10	7	9	5	
6	8	6	7	6	6	5	9	5	9	6	6	6	7	8	7	9	10	10	6	7	7	5	7	6	
7	9	8	8	6	8	9	9	6	7	8	5	8	7	9	7	7	5	6	9	6	10	7	5	5	
6	5	5	5	5	10	7	10	8	5	5	5	8	9	10	10	8	7	6	6	7	7	7	8	5	
6	8	5	7	9	7	6	10	10	6	8	7	10	5	10	9	9	10	8	5	8	5	10	6	6	
5	5	9	8	5	10	10	5	6	5	10	5	10	10	9	6	5	5	10	7	6	5	6	5	10	
10	9	7	5	9	6	10	9	10	9	8	6	9	9	10	8	8	8	9	7	6	6	5	5	7	
10	10	5	5	10	10	6	10	5	7	10	7	8	9	9	6	5	10	8	5	6	7	9	8	10	
6	5	5	7	8	5	5	5	8	9	7	8	8	8	6	8	10	5	7	9	9	10	7	6	5	
7	10	5	10	7	9	8	6	8	7	8	10	5	5	6	6	10	5	10	7	5	5	8	10	8	

6	9	7	9	10	9	6	5	9	9	7	7	8	6	6	9	8	9	10	10	7	6	5	8	9	
10	8	7	5	9	5	6	8	8	5	10	6	8	9	6	5	5	9	8	10	8	6	5	7	5	
10	8	9	8	6	8	8	9	9	6	5	6	5	7	9	5	6	6	6	5	8	5	8	7	8	
8	7	6	7	10	10	5	6	9	7	10	5	6	8	5	6	10	6	9	6	6	6	10	5	7	
8	7	9	10	7	10	6	10	7	5	10	9	6	6	6	9	9	8	5	10	7	5	5	10	6	
6	6	10	6	7	5	5	6	6	10	6	5	6	9	6	7	7	10	8	8	7	6	5	5	7	
6	9	7	8	9	10	9	10	6	10	10	6	9	6	8	8	7	5	9	8	9	6	5	5	7	
6	10	7	9	9	7	6	6	5	6	6	10	10	7	7	5	7	7	5	5	9	5	8	10	5	
5	6	10	8	8	5	6	8	10	8	10	9	10	6	7	5	8	8	5	6	5	6	5	7	5	
7	6	10	8	6	8	7	6	9	8	9	9	5	7	10	10	6	7	8	6	9	6	10	10	8	
5	9	10	5	8	8	5	6	6	5	9	9	10	10	5	9	6	7	9	7	10	7	5	10	7	
8	10	6	10	9	7	8	9	6	9	5	10	8	7	5	6	9	9	6	10	10	8	6	5	7	
7	6	5	5	7	10	7	6	5	9	5	7	10	6	9	8	7	6	6	6	6	5	7	10	7	
5	8	6	7	9	5	8	9	7	8	6	8	7	7	10	5	5	7	6	9	9	8	6	10	8	
8	7	10	9	7	9	10	8	7	7	10	5	9	9	7	8	10	10	9	6	9	5	6	5	9	
10	5	8	7	9	5	6	7	9	6	10	6	8	10	5	8	9	6	6	7	5	6	9	6	5	
7	7	9	6	10	9	6	8	7	6	6	5	9	7	5	9	8	7	9	8	9	10	5	8	8	
9	5	10	10	7	10	8	7	6	7	5	9	8	6	7	9	6	5	6	9	9	10	5	5	8	
9	10	9	6	10	7	9	7	10	8	9	10	10	6	5	9	8	9	7	8	6	9	6	5	10	
6	10	10	7	10	7	5	8	5	10	7	10	8	5	5	10	9	7	9	8	7	8	9	6	8	
7	9	7	7	10	9	9	5	10	9	8	8	5	10	8	5	6	9	8	10	10	8	9	10	8	
5	5	7	10	7	10	5	8	8	9	8	7	7	8	9	8	5	9	6	5	10	9	5	9	5	
5	5	8	5	6	7	9	5	9	10	5	6	9	5	7	7	7	8	7	5	10	8	7	7	10	
9	10	9	10	10	6	8	7	8	7	5	6	6	9	5	7	6	9	7	9	7	8	7	10	9	
5	6	7	6	9	6	9	9	5	6	10	5	10	7	9	9	8	6	5	10	10	9	8	10	9	

9	7	6	6	10	9	8	10	6	7	7	8	7	7	10	8	7	6	10	9	7	10	6	10	9	
7	8	5	6	7	10	9	9	10	7	9	9	10	6	10	5	6	5	6	7	7	10	8	10	5	
7	7	7	9	8	8	9	10	8	9	7	8	8	8	7	7	10	7	9	10	7	8	6	8	10	
7	8	6	8	6	9	7	6	8	5	10	8	9	9	5	8	6	5	5	8	8	6	5	6	10	
7	8	7	8	5	8	7	7	8	7	5	8	9	9	10	7	8	10	10	5	7	8	10	5	6	
9	10	6	7	6	7	10	9	10	10	6	10	7	10	6	9	5	10	10	6	8	6	6	9	10	
5	6	9	9	5	5	7	8	8	7	7	5	6	8	8	7	8	6	8	6	9	6	9	7	9	
6	7	5	6	5	8	6	5	8	9	9	10	5	10	6	5	6	5	7	9	8	10	8	8	9	
5	6	5	10	6	7	9	8	9	9	5	9	5	7	10	9	9	7	6	8	9	7	10	8	5	
10	8	8	9	10	8	10	9	10	8	6	6	9	9	5	5	7	7	6	6	10	9	6	9	7	
9	6	10	7	9	10	9	7	7	6	9	9	5	8	6	7	10	8	7	9	7	10	9	7	8	
9	9	8	10	6	7	5	5	10	6	7	6	5	9	7	9	8	7	9	5	10	8	7	8	9	
6	5	8	10	8	7	8	7	10	5	10	8	6	5	8	5	7	5	7	6	9	6	7	5	9	
10	7	9	9	10	9	7	5	8	7	9	5	7	8	6	10	7	5	10	8	9	7	7	10	5	
